"year" "month" "Ftemp" "Ctemp"
"828" 1937 9 66 18.9
"829" 1938 1 32.1 0.1
"830" 1938 10 59.8 15.4
"831" 1938 11 48.3 9.1
"832" 1938 12 37 2.8
"833" 1938 2 35.4 1.9
"834" 1938 3 44.2 6.8
"835" 1938 4 53.7 12.1
"836" 1938 5 60.8 16
"837" 1938 6 70.3 21.3
"838" 1938 7 76.6 24.8
"839" 1938 8 78.2 25.7
"840" 1938 9 66 18.9
"841" 1939 1 32.2 0.1
"842" 1939 10 57.3 14.1
"843" 1939 11 43.7 6.5
"844" 1939 12 36.9 2.7
"845" 1939 2 37 2.8
"846" 1939 3 39.2 4
"847" 1939 4 48.3 9.1
"848" 1939 5 64.9 18.3
"849" 1939 6 73 22.8
"850" 1939 7 76.6 24.8
"851" 1939 8 78.1 25.6
"852" 1939 9 68.6 20.3
"853" 1940 1 25 -3.9
"854" 1940 10 53.8 12.1
"855" 1940 11 45.3 7.4
"856" 1940 12 38.4 3.6
"857" 1940 2 32.9 0.5
"858" 1940 3 35.1 1.7
"859" 1940 4 46.8 8.2
"860" 1940 5 60.7 15.9
"861" 1940 6 70.4 21.3
"862" 1940 7 76.2 24.6
"863" 1940 8 71.4 21.9
"864" 1940 9 66.6 19.2
"865" 1941 1 29.4 -1.4
"866" 1941 10 60.7 15.9
"867" 1941 11 50 10
"868" 1941 12 38.3 3.5
"869" 1941 2 31.1 -0.5
"870" 1941 3 35.9 2.2
"871" 1941 4 56.9 13.8
"872" 1941 5 64.8 18.2
"873" 1941 6 71.9 22.2
"874" 1941 7 75.8 24.3
"875" 1941 8 74 23.3
"876" 1941 9 70 21.1
"877" 1942 1 30.7 -0.7
"878" 1942 10 58.8 14.9
"879" 1942 11 47 8.3
"880" 1942 12 31.1 -0.5
"881" 1942 2 29.7 -1.3
"882" 1942 3 43 6.1
"883" 1942 4 53.8 12.1
"884" 1942 5 65.3 18.5
"885" 1942 6 71 21.7
"886" 1942 7 76.3 24.6
"887" 1942 8 73.6 23.1
"888" 1942 9 68.3 20.2
"889" 1943 1 30.8 -0.7
"890" 1943 10 55.7 13.2
"891" 1943 11 45.4 7.4
"892" 1943 12 33 0.6
"893" 1943 2 34.6 1.4
"894" 1943 3 40.2 4.6
"895" 1943 4 46.1 7.8
"896" 1943 5 62.6 17
"897" 1943 6 76.2 24.6
"898" 1943 7 76.9 24.9
"899" 1943 8 75.9 24.4
"900" 1943 9 67.4 19.7
"901" 1944 1 33.9 1.1
"902" 1944 10 57.1 13.9
"903" 1944 11 46 7.8
"904" 1944 12 32.4 0.2
"905" 1944 2 33.2 0.7
"906" 1944 3 37.6 3.1
"907" 1944 4 48.9 9.4
"908" 1944 5 67 19.4
"909" 1944 6 72.3 22.4
"910" 1944 7 79.4 26.3
"911" 1944 8 77.8 25.4
"912" 1944 9 70.1 21.2
"913" 1945 1 25.1 -3.8
"914" 1945 10 56.2 13.4
"915" 1945 11 47.6 8.7
"916" 1945 12 31 -0.6
"917" 1945 2 33.9 1.1
"918" 1945 3 51.1 10.6
"919" 1945 4 55.6 13.1
"920" 1945 5 59.2 15.1
"921" 1945 6 70.9 21.6
"922" 1945 7 74.6 23.7
"923" 1945 8 73.4 23
"924" 1945 9 70.3 21.3
"925" 1946 1 34.1 1.2
"926" 1946 10 61.7 16.5
"927" 1946 11 50.5 10.3
"928" 1946 12 37.9 3.3
"929" 1946 2 31.7 -0.2
"930" 1946 3 49.8 9.9
"931" 1946 4 50.4 10.2
"932" 1946 5 61.9 16.6
"933" 1946 6 69.7 20.9
"934" 1946 7 75.4 24.1
"935" 1946 8 70.9 21.6
"936" 1946 9 69.8 21
"937" 1947 1 37.2 2.9
"938" 1947 10 63.6 17.6
"939" 1947 11 44.2 6.8
"940" 1947 12 34 1.1
"941" 1947 2 29.3 -1.5
"942" 1947 3 37.8 3.2
"943" 1947 4 50.5 10.3
"944" 1947 5 59.9 15.5
"945" 1947 6 68.4 20.2
"946" 1947 7 75.5 24.2
"947" 1947 8 76 24.4
"948" 1947 9 68.6 20.3
"949" 1948 1 25.4 -3.7
"950" 1948 10 56.7 13.7
"951" 1948 11 52.4 11.3
"952" 1948 12 38.3 3.5
"953" 1948 2 30.7 -0.7
"954" 1948 3 42.1 5.6
"955" 1948 4 51 10.6
"956" 1948 5 60.2 15.7
"957" 1948 6 69.4 20.8
"958" 1948 7 77.2 25.1
"959" 1948 8 75.2 24
"960" 1948 9 70.3 21.3
"961" 1949 1 38.6 3.7
"962" 1949 10 63.1 17.3
"963" 1949 11 46.3 7.9
"964" 1949 12 39.4 4.1
"965" 1949 2 38.6 3.7
"966" 1949 3 42.9 6.1
"967" 1949 4 53.8 12.1
"968" 1949 5 63.1 17.3
"969" 1949 6 74.3 23.5
"970" 1949 7 79.6 26.4
"971" 1949 8 76.7 24.8
"972" 1949 9 66.2 19
"973" 1950 1 41.4 5.2
"974" 1950 10 60 15.6
"975" 1950 11 48.4 9.1
"976" 1950 12 35 1.7
"977" 1950 2 31.6 -0.2
"978" 1950 3 36.4 2.4
"979" 1950 4 48.5 9.2
"980" 1950 5 58.8 14.9
"981" 1950 6 70.3 21.3
"982" 1950 7 75 23.9
"983" 1950 8 73.1 22.8
"984" 1950 9 64.8 18.2
"985" 1951 1 36.5 2.5
"986" 1951 10 58.6 14.8
"987" 1951 11 43.5 6.4
"988" 1951 12 38.6 3.7
"989" 1951 2 36.2 2.3
"990" 1951 3 41.5 5.3
"991" 1951 4 53 11.7
"992" 1951 5 63.3 17.4
"993" 1951 6 69.8 21
"994" 1951 7 76.8 24.9
"995" 1951 8 74.5 23.6
"996" 1951 9 68.2 20.1
"997" 1952 1 36.2 2.3
"998" 1952 10 55.7 13.2
"999" 1952 11 48.6 9.2
"1000" 1952 12 38.4 3.6
"1001" 1952 2 36.2 2.3
"1002" 1952 3 40.2 4.6
"1003" 1952 4 55 12.8
"1004" 1952 5 60.7 15.9
"1005" 1952 6 73.6 23.1
"1006" 1952 7 80.3 26.8
"1007" 1952 8 74.9 23.8
"1008" 1952 9 69.9 21.1
"1009" 1953 1 37.6 3.1
"1010" 1953 10 60.7 15.9
"1011" 1953 11 49.7 9.8
"1012" 1953 12 41.3 5.2
"1013" 1953 2 38.4 3.6
"1014" 1953 3 43.4 6.3
"1015" 1953 4 52.3 11.3
"1016" 1953 5 63.4 17.4
"1017" 1953 6 73.6 23.1
"1018" 1953 7 77.8 25.4
"1019" 1953 8 75.8 24.3
"1020" 1953 9 70.4 21.3
"1021" 1954 1 30.8 -0.7
"1022" 1954 10 61.7 16.5
"1023" 1954 11 46.4 8
"1024" 1954 12 35.9 2.2
"1025" 1954 2 40.1 4.5
"1026" 1954 3 41.6 5.3
"1027" 1954 4 53.8 12.1
"1028" 1954 5 59.8 15.4
"1029" 1954 6 71.6 22
"1030" 1954 7 76.7 24.8
"1031" 1954 8 72.8 22.7
"1032" 1954 9 67.4 19.7
"1033" 1955 1 31 -0.6
"1034" 1955 10 59.8 15.4
"1035" 1955 11 44.3 6.8
"1036" 1955 12 29.7 -1.3
"1037" 1955 2 35 1.7
"1038" 1955 3 41.7 5.4
"1039" 1955 4 53.5 11.9
"1040" 1955 5 65.4 18.6
"1041" 1955 6 68.9 20.5
"1042" 1955 7 80.9 27.2
"1043" 1955 8 78.1 25.6
"1044" 1955 9 67.8 19.9
"1045" 1956 1 32 0
"1046" 1956 10 58.1 14.5
"1047" 1956 11 46.7 8.2
"1048" 1956 12 40.9 4.9
"1049" 1956 2 36.6 2.6
"1050" 1956 3 37.4 3
"1051" 1956 4 48.2 9
"1052" 1956 5 58.7 14.8
"1053" 1956 6 71.4 21.9
"1054" 1956 7 72.9 22.7
"1055" 1956 8 74.2 23.4
"1056" 1956 9 64.8 18.2
"1057" 1957 1 28.5 -1.9
"1058" 1957 10 56.2 13.4
"1059" 1957 11 49.4 9.7
"1060" 1957 12 40.2 4.6
"1061" 1957 2 37.3 2.9
"1062" 1957 3 41.9 5.5
"1063" 1957 4 53.2 11.8
"1064" 1957 5 63.1 17.3
"1065" 1957 6 74.3 23.5
"1066" 1957 7 77.7 25.4
"1067" 1957 8 73.6 23.1
"1068" 1957 9 69.7 20.9
"1069" 1958 1 31.9 -0.1
"1070" 1958 10 55.5 13.1
"1071" 1958 11 47.9 8.8
"1072" 1958 12 29.4 -1.4
"1073" 1958 2 27.4 -2.6
"1074" 1958 3 40.3 4.6
"1075" 1958 4 52.9 11.6
"1076" 1958 5 59.1 15.1
"1077" 1958 6 67.2 19.6
"1078" 1958 7 76.1 24.5
"1079" 1958 8 75.2 24
"1080" 1958 9 67.6 19.8
"1081" 1959 1 31.1 -0.5
"1082" 1959 10 59.8 15.4
"1083" 1959 11 45.8 7.7
"1084" 1959 12 38.4 3.6
"1085" 1959 2 32.1 0.1
"1086" 1959 3 40.1 4.5
"1087" 1959 4 53.8 12.1
"1088" 1959 5 66.4 19.1
"1089" 1959 6 71.2 21.8
"1090" 1959 7 76.3 24.6
"1091" 1959 8 77.5 25.3
"1092" 1959 9 72.3 22.4
"1093" 1960 1 33.9 1.1
"1094" 1960 10 58.1 14.5
"1095" 1960 11 49.7 9.8
"1096" 1960 12 30.9 -0.6
"1097" 1960 2 36.3 2.4
"1098" 1960 3 33.3 0.7
"1099" 1960 4 54.1 12.3
"1100" 1960 5 62.6 17
"1101" 1960 6 71.8 22.1
"1102" 1960 7 74.6 23.7
"1103" 1960 8 74.9 23.8
"1104" 1960 9 68 20
"1105" 1961 1 27.7 -2.4
"1106" 1961 10 61.1 16.2
"1107" 1961 11 48.8 9.3
"1108" 1961 12 35.5 1.9
"1109" 1961 2 36.7 2.6
"1110" 1961 3 41.5 5.3
"1111" 1961 4 49 9.4
"1112" 1961 5 59.9 15.5
"1113" 1961 6 72.3 22.4
"1114" 1961 7 78.1 25.6
"1115" 1961 8 76.4 24.7
"1116" 1961 9 73.6 23.1
"1117" 1962 1 32.6 0.3
"1118" 1962 10 57.4 14.1
"1119" 1962 11 43.2 6.2
"1120" 1962 12 31.5 -0.3
"1121" 1962 2 31.8 -0.1
"1122" 1962 3 43.1 6.2
"1123" 1962 4 53.3 11.8
"1124" 1962 5 64.5 18.1
"1125" 1962 6 72.5 22.5
"1126" 1962 7 74 23.3
"1127" 1962 8 72.4 22.4
"1128" 1962 9 64.9 18.3
"1129" 1963 1 30.1 -1.1
"1130" 1963 10 61.8 16.6
"1131" 1963 11 50.4 10.2
"1132" 1963 12 31.2 -0.4
"1133" 1963 2 28.3 -2.1
"1134" 1963 3 43.7 6.5
"1135" 1963 4 53.7 12.1
"1136" 1963 5 61.1 16.2
"1137" 1963 6 70.9 21.6
"1138" 1963 7 76.4 24.7
"1139" 1963 8 72.1 22.3
"1140" 1963 9 63.1 17.3
"1141" 1964 1 35.7 2.1
"1142" 1964 10 55 12.8
"1143" 1964 11 49.4 9.7
"1144" 1964 12 36.4 2.4
"1145" 1964 2 32.9 0.5
"1146" 1964 3 43.1 6.2
"1147" 1964 4 49.7 9.8
"1148" 1964 5 65.4 18.6
"1149" 1964 6 71.6 22
"1150" 1964 7 75.4 24.1
"1151" 1964 8 72.9 22.7
"1152" 1964 9 67.2 19.6
"1153" 1965 1 29.7 -1.3
"1154" 1965 10 57.3 14.1
"1155" 1965 11 46.8 8.2
"1156" 1965 12 40.5 4.7
"1157" 1965 2 33.9 1.1
"1158" 1965 3 40 4.4
"1159" 1965 4 50.6 10.3
"1160" 1965 5 66.4 19.1
"1161" 1965 6 70.1 21.2
"1162" 1965 7 74.3 23.5
"1163" 1965 8 73.2 22.9
"1164" 1965 9 67.5 19.7
"1165" 1966 1 32.2 0.1
"1166" 1966 10 56.2 13.4
"1167" 1966 11 48.9 9.4
"1168" 1966 12 35.7 2.1
"1169" 1966 2 35.1 1.7
"1170" 1966 3 42.7 5.9
"1171" 1966 4 49.7 9.8
"1172" 1966 5 61.6 16.4
"1173" 1966 6 75.4 24.1
"1174" 1966 7 79.7 26.5
"1175" 1966 8 76.9 24.9
"1176" 1966 9 66.5 19.2
"1177" 1967 1 37.4 3
"1178" 1967 10 57.2 14
"1179" 1967 11 42.5 5.8
"1180" 1967 12 38.2 3.4
"1181" 1967 2 29.2 -1.6
"1182" 1967 3 37.6 3.1
"1183" 1967 4 49.6 9.8
"1184" 1967 5 55.2 12.9
"1185" 1967 6 72.8 22.7
"1186" 1967 7 75.3 24.1
"1187" 1967 8 73.9 23.3
"1188" 1967 9 66.7 19.3
"1189" 1968 1 26.7 -2.9
"1190" 1968 10 60.5 15.8
"1191" 1968 11 46.9 8.3
"1192" 1968 12 34.3 1.3
"1193" 1968 2 28.9 -1.7
"1194" 1968 3 43.3 6.3
"1195" 1968 4 55 12.8
"1196" 1968 5 59.6 15.3
"1197" 1968 6 69.7 20.9
"1198" 1968 7 77.3 25.2
"1199" 1968 8 76 24.4
"1200" 1968 9 70.6 21.4
"1201" 1969 1 31.8 -0.1
"1202" 1969 10 57.7 14.3
"1203" 1969 11 46.4 8
"1204" 1969 12 33.4 0.8
"1205" 1969 2 32.6 0.3
"1206" 1969 3 40.1 4.5
"1207" 1969 4 55.9 13.3
"1208" 1969 5 65.3 18.5
"1209" 1969 6 73.1 22.8
"1210" 1969 7 74.8 23.8
"1211" 1969 8 77.4 25.2
"1212" 1969 9 69 20.6
"1213" 1970 1 25.1 -3.8
"1214" 1970 10 58.9 14.9
"1215" 1970 11 48.5 9.2
"1216" 1970 12 34.4 1.3
"1217" 1970 2 33 0.6
"1218" 1970 3 38.7 3.7
"1219" 1970 4 52.1 11.2
"1220" 1970 5 64 17.8
"1221" 1970 6 70.9 21.6
"1222" 1970 7 77.1 25.1
"1223" 1970 8 77.6 25.3
"1224" 1970 9 70.8 21.6
"1225" 1971 1 27 -2.8
"1226" 1971 10 62.7 17.1
"1227" 1971 11 45.1 7.3
"1228" 1971 12 40.8 4.9
"1229" 1971 2 35.1 1.7
"1230" 1971 3 40.1 4.5
"1231" 1971 4 50.8 10.4
"1232" 1971 5 61.4 16.3
"1233" 1971 6 74.2 23.4
"1234" 1971 7 77.8 25.4
"1235" 1971 8 75.9 24.4
"1236" 1971 9 71.6 22
"1237" 1972 1 35.1 1.7
"1238" 1972 10 53.5 11.9
"1239" 1972 11 44.4 6.9
"1240" 1972 12 38.5 3.6
"1241" 1972 2 31.4 -0.3
"1242" 1972 3 39.8 4.3
"1243" 1972 4 50.1 10.1
"1244" 1972 5 63.3 17.4
"1245" 1972 6 67.9 19.9
"1246" 1972 7 77.2 25.1
"1247" 1972 8 75.6 24.2
"1248" 1972 9 69.5 20.8
"1249" 1973 1 35.5 1.9
"1250" 1973 10 60.2 15.7
"1251" 1973 11 48.3 9.1
"1252" 1973 12 39 3.9
"1253" 1973 2 32.5 0.3
"1254" 1973 3 46.4 8
"1255" 1973 4 53.4 11.9
"1256" 1973 5 59.5 15.3
"1257" 1973 6 73.4 23
"1258" 1973 7 77.4 25.2
"1259" 1973 8 77.6 25.3
"1260" 1973 9 69.5 20.8
"1261" 1974 1 35.3 1.8
"1262" 1974 10 54.1 12.3
"1263" 1974 11 48.2 9
"1264" 1974 12 39.4 4.1
"1265" 1974 2 31.7 -0.2
"1266" 1974 3 42.1 5.6
"1267" 1974 4 55.2 12.9
"1268" 1974 5 61 16.1
"1269" 1974 6 69 20.6
"1270" 1974 7 77.2 25.1
"1271" 1974 8 76.4 24.7
"1272" 1974 9 66.7 19.3
"1273" 1975 1 37.3 2.9
"1274" 1975 10 59.2 15.1
"1275" 1975 11 52.3 11.3
"1276" 1975 12 35.9 2.2
"1277" 1975 2 35.8 2.1
"1278" 1975 3 40.2 4.6
"1279" 1975 4 47.9 8.8
"1280" 1975 5 65.8 18.8
"1281" 1975 6 70.5 21.4
"1282" 1975 7 75.8 24.3
"1283" 1975 8 74.4 23.6
"1284" 1975 9 64.2 17.9
"1285" 1976 1 27.4 -2.6
"1286" 1976 10 52.9 11.6
"1287" 1976 11 41.7 5.4
"1288" 1976 12 29.9 -1.2
"1289" 1976 2 39.9 4.4
"1290" 1976 3 44.4 6.9
"1291" 1976 4 55 12.8
"1292" 1976 5 60.2 15.7
"1293" 1976 6 73.2 22.9
"1294" 1976 7 74.8 23.8
"1295" 1976 8 74.3 23.5
"1296" 1976 9 66.6 19.2
"1297" 1977 1 22.1 -5.5
"1298" 1977 10 54.9 12.7
"1299" 1977 11 47.3 8.5
"1300" 1977 12 35.7 2.1
"1301" 1977 2 33.5 0.8
"1302" 1977 3 46.8 8.2
"1303" 1977 4 53.7 12.1
"1304" 1977 5 65 18.3
"1305" 1977 6 70.2 21.2
"1306" 1977 7 79 26.1
"1307" 1977 8 75.7 24.3
"1308" 1977 9 68.2 20.1
"1309" 1978 1 28 -2.2
"1310" 1978 10 54.9 12.7
"1311" 1978 11 47.8 8.8
"1312" 1978 12 38.9 3.8
"1313" 1978 2 27.2 -2.7
"1314" 1978 3 39 3.9
"1315" 1978 4 51.6 10.9
"1316" 1978 5 61.5 16.4
"1317" 1978 6 71.3 21.8
"1318" 1978 7 74.4 23.6
"1319" 1978 8 76 24.4
"1320" 1978 9 65 18.3
"1321" 1979 1 33.6 0.9
"1322" 1979 10 57.3 14.1
"1323" 1979 11 52.5 11.4
"1324" 1979 12 41.1 5.1
"1325" 1979 2 25.5 -3.6
"1326" 1979 3 46.9 8.3
"1327" 1979 4 52.6 11.4
"1328" 1979 5 65.3 18.5
"1329" 1979 6 69.2 20.7
"1330" 1979 7 76.9 24.9
"1331" 1979 8 76.8 24.9
"1332" 1979 9 70.5 21.4
"1333" 1980 1 33.7 0.9
"1334" 1980 10 55.2 12.9
"1335" 1980 11 44.6 7
"1336" 1980 12 32.5 0.3
"1337" 1980 2 31.4 -0.3
"1338" 1980 3 41.2 5.1
"1339" 1980 4 54.5 12.5
"1340" 1980 5 65.6 18.7
"1341" 1980 6 70.3 21.3
"1342" 1980 7 79.3 26.3
"1343" 1980 8 80.3 26.8
"1344" 1980 9 70.8 21.6
"1345" 1981 1 26.3 -3.2
"1346" 1981 10 54.4 12.4
"1347" 1981 11 47.7 8.7
"1348" 1981 12 36.5 2.5
"1349" 1981 2 39.3 4.1
"1350" 1981 3 42.3 5.7
"1351" 1981 4 56.2 13.4
"1352" 1981 5 64.8 18.2
"1353" 1981 6 73 22.8
"1354" 1981 7 78.5 25.8
"1355" 1981 8 76 24.4
"1356" 1981 9 67.6 19.8
"1357" 1982 1 26.1 -3.3
"1358" 1982 10 58.5 14.7
"1359" 1982 11 50.4 10.2
"1360" 1982 12 42.8 6
"1361" 1982 2 35.3 1.8
"1362" 1982 3 42 5.6
"1363" 1982 4 51.2 10.7
"1364" 1982 5 64.1 17.8
"1365" 1982 6 68.6 20.3
"1366" 1982 7 77.9 25.5
"1367" 1982 8 73.2 22.9
"1368" 1982 9 68.3 20.2
"1369" 1983 1 34.5 1.4
"1370" 1983 10 57.9 14.4
"1371" 1983 11 48.9 9.4
"1372" 1983 12 35.2 1.8
"1373" 1983 2 36.4 2.4
"1374" 1983 3 44 6.7
"1375" 1983 4 52.3 11.3
"1376" 1983 5 60.2 15.7
"1377" 1983 6 73.4 23
"1378" 1983 7 79.5 26.4
"1379" 1983 8 77.7 25.4
"1380" 1983 9 71.8 22.1
"1381" 1984 1 29.9 -1.2
"1382" 1984 10 61.8 16.6
"1383" 1984 11 47.3 8.5
"1384" 1984 12 43.8 6.6
"1385" 1984 2 40.6 4.8
"1386" 1984 3 36.7 2.6
"1387" 1984 4 51.9 11.1
"1388" 1984 5 61.6 16.4
"1389" 1984 6 74.5 23.6
"1390" 1984 7 74.7 23.7
"1391" 1984 8 76.7 24.8
"1392" 1984 9 65.9 18.8
"1393" 1985 1 28.8 -1.8
"1394" 1985 10 59.5 15.3
"1395" 1985 11 50 10
"1396" 1985 12 34.2 1.2
"1397" 1985 2 36.6 2.6
"1398" 1985 3 45.8 7.7
"1399" 1985 4 55.5 13.1
"1400" 1985 5 65.3 18.5
"1401" 1985 6 68.6 20.3
"1402" 1985 7 76.2 24.6
"1403" 1985 8 75.4 24.1
"1404" 1985 9 70.5 21.4
"1405" 1986 1 34.1 1.2
"1406" 1986 10 58 14.4
"1407" 1986 11 45.7 7.6
"1408" 1986 12 39 3.9
"1409" 1986 2 32 0
"1410" 1986 3 45.1 7.3
"1411" 1986 4 54.5 12.5
"1412" 1986 5 66 18.9
"1413" 1986 6 71.6 22
"1414" 1986 7 76 24.4
"1415" 1986 8 73.1 22.8
"1416" 1986 9 67.9 19.9
"1417" 1987 1 32.3 0.2
"1418" 1987 10 53.8 12.1
"1419" 1987 11 47.7 8.7
"1420" 1987 12 39.5 4.2
"1421" 1987 2 33.2 0.7
"1422" 1987 3 45.2 7.3
"1423" 1987 4 53.4 11.9
"1424" 1987 5 63.6 17.6
"1425" 1987 6 72.8 22.7
"1426" 1987 7 78 25.6
"1427" 1987 8 74.2 23.4
"1428" 1987 9 67.9 19.9
"1429" 1988 1 29.5 -1.4
"1430" 1988 10 52.8 11.6
"1431" 1988 11 49.4 9.7
"1432" 1988 12 35.9 2.2
"1433" 1988 2 35 1.7
"1434" 1988 3 43.6 6.4
"1435" 1988 4 51.2 10.7
"1436" 1988 5 62.7 17.1
"1437" 1988 6 71.8 22.1
"1438" 1988 7 79.3 26.3
"1439" 1988 8 78.8 26
"1440" 1988 9 67.4 19.7
"1441" 1989 1 37.4 3
"1442" 1989 10 58.2 14.6
"1443" 1989 11 45.7 7.6
"1444" 1989 12 25.9 -3.4
"1445" 1989 2 34.5 1.4
"1446" 1989 3 42.4 5.8
"1447" 1989 4 52.2 11.2
"1448" 1989 5 62.1 16.7
"1449" 1989 6 72 22.2
"1450" 1989 7 75 23.9
"1451" 1989 8 74 23.3
"1452" 1989 9 68.1 20.1
"1453" 1990 1 41.4 5.2
"1454" 1990 10 61.9 16.6
"1455" 1990 11 50.4 10.2
"1456" 1990 12 42.6 5.9
"1457" 1990 2 39.8 4.3
"1458" 1990 3 45.1 7.3
"1459" 1990 4 53.5 11.9
"1460" 1990 5 60.2 15.7
"1461" 1990 6 72.1 22.3
"1462" 1990 7 76.8 24.9
"1463" 1990 8 75.3 24.1
"1464" 1990 9 67.5 19.7
"1465" 1991 1 34.9 1.6
"1466" 1991 10 58.4 14.7
"1467" 1991 11 48.3 9.1
"1468" 1991 12 39.6 4.2
"1469" 1991 2 40 4.4
"1470" 1991 3 44.6 7
"1471" 1991 4 55.7 13.2
"1472" 1991 5 68.7 20.4
"1473" 1991 6 74.1 23.4
"1474" 1991 7 77.7 25.4
"1475" 1991 8 77.1 25.1
"1476" 1991 9 67.5 19.7
"1477" 1992 1 35.7 2.1
"1478" 1992 10 54.5 12.5
"1479" 1992 11 46.5 8.1
"1480" 1992 12 37.9 3.3
"1481" 1992 2 36.4 2.4
"1482" 1992 3 40 4.4
"1483" 1992 4 50.5 10.3
"1484" 1992 5 61 16.1
"1485" 1992 6 70.3 21.3
"1486" 1992 7 74.2 23.4
"1487" 1992 8 73 22.8
"1488" 1992 9 67.2 19.6
"1489" 1993 1 36.3 2.4
"1490" 1993 10 56 13.3
"1491" 1993 11 48.8 9.3
"1492" 1993 12 37.3 2.9
"1493" 1993 2 30.8 -0.7
"1494" 1993 3 39.7 4.3
"1495" 1993 4 53.3 11.8
"1496" 1993 5 65.7 18.7
"1497" 1993 6 73.3 22.9
"1498" 1993 7 80.2 26.8
"1499" 1993 8 77.2 25.1
"1500" 1993 9 67.3 19.6
"1501" 1994 1 25.6 -3.6
"1502" 1994 10 58 14.4
"1503" 1994 11 52 11.1
"1504" 1994 12 42.2 5.7
"1505" 1994 2 30.6 -0.8
"1506" 1994 3 40.7 4.8
"1507" 1994 4 55.6 13.1
"1508" 1994 5 61.8 16.6
"1509" 1994 6 75.2 24
"1510" 1994 7 79.4 26.3
"1511" 1994 8 74 23.3
"1512" 1994 9 67.6 19.8
"1513" 1995 1 37.5 3.1
"1514" 1995 10 61.6 16.4
"1515" 1995 11 43.6 6.4
"1516" 1995 12 32.4 0.2
"1517" 1995 2 31.6 -0.2
"1518" 1995 3 45 7.2
"1519" 1995 4 51.9 11.1
"1520" 1995 5 61.9 16.6
"1521" 1995 6 71.8 22.1
"1522" 1995 7 79.2 26.2
"1523" 1995 8 78.6 25.9
"1524" 1995 9 68.3 20.2
"1525" 1996 1 30.5 -0.8
"1526" 1996 10 56.4 13.6
"1527" 1996 11 43 6.1
"1528" 1996 12 41.3 5.2
"1529" 1996 2 33.9 1.1
"1530" 1996 3 38.9 3.8
"1531" 1996 4 52.2 11.2
"1532" 1996 5 61.1 16.2
"1533" 1996 6 71.4 21.9
"1534" 1996 7 73.4 23
"1535" 1996 8 74.5 23.6
"1536" 1996 9 68 20
"1537" 1997 1 32.2 0.1
"1538" 1997 10 56.8 13.8
"1539" 1997 11 44.5 6.9
"1540" 1997 12 38.3 3.5
"1541" 1997 2 40 4.4
"1542" 1997 3 41.9 5.5
"1543" 1997 4 51.7 10.9
"1544" 1997 5 59.4 15.2
"1545" 1997 6 70.9 21.6
"1546" 1997 7 75.8 24.3
"1547" 1997 8 73.3 22.9
"1548" 1997 9 67 19.4
"1549" 1998 1 40 4.4
"1550" 1998 10 57.6 14.2
"1551" 1998 11 48.1 8.9
"1552" 1998 12 43.2 6.2
"1553" 1998 2 40.6 4.8
"1554" 1998 3 45.4 7.4
"1555" 1998 4 54 12.2
"1556" 1998 5 64.3 17.9
"1557" 1998 6 69.2 20.7
"1558" 1998 7 76.5 24.7
"1559" 1998 8 76.7 24.8
"1560" 1998 9 70.2 21.2
"1561" 1999 1 33.9 1.1
"1562" 1999 10 56 13.3
"1563" 1999 11 50.6 10.3
"1564" 1999 12 40 4.4
"1565" 1999 2 38.9 3.8
"1566" 1999 3 42.5 5.8
"1567" 1999 4 53.5 11.9
"1568" 1999 5 63.1 17.3
"1569" 1999 6 73.2 22.9
"1570" 1999 7 81.4 27.4
"1571" 1999 8 75.5 24.2
"1572" 1999 9 69.1 20.6
"1573" 2000 1 31.3 -0.4
"1574" 2000 10 57 13.9
"1575" 2000 11 45.3 7.4
"1576" 2000 12 31.1 -0.5
"1577" 2000 2 37.3 2.9
"1578" 2000 3 47.2 8.4
"1579" 2000 4 51 10.6
"1580" 2000 5 63.5 17.5
"1581" 2000 6 71.3 21.8
"1582" 2000 7 72.3 22.4
"1583" 2000 8 72.7 22.6
"1584" 2000 9 66 18.9
"1585" 2001 1 33.6 0.9
"1586" 2001 10 58.5 14.7
"1587" 2001 11 52.7 11.5
"1588" 2001 12 44.1 6.7
"1589" 2001 2 35.9 2.2
"1590" 2001 3 39.6 4.2
"1591" 2001 4 54.2 12.3
"1592" 2001 5 63.8 17.7
"1593" 2001 6 72.9 22.7
"1594" 2001 7 73.2 22.9
"1595" 2001 8 78.7 25.9
"1596" 2001 9 67.7 19.8
"1597" 2002 1 39.9 4.4
"1598" 2002 10 55.2 12.9
"1599" 2002 11 46 7.8
"1600" 2002 12 36 2.2
"1601" 2002 2 40.6 4.8
"1602" 2002 3 44.1 6.7
"1603" 2002 4 56.1 13.4
"1604" 2002 5 60.7 15.9
"1605" 2002 6 71.4 21.9
"1606" 2002 7 78.8 26
"1607" 2002 8 77.7 25.4
"1608" 2002 9 70.2 21.2
"1609" 2003 1 27.5 -2.5
"1610" 2003 10 55.1 12.8
"1611" 2003 11 50 10
"1612" 2003 12 37.6 3.1
"1613" 2003 2 30.1 -1.1
"1614" 2003 3 43.1 6.2
"1615" 2003 4 49.8 9.9
"1616" 2003 5 58.7 14.8
"1617" 2003 6 68.3 20.2
"1618" 2003 7 75.8 24.3
"1619" 2003 8 76.7 24.8
"1620" 2003 9 67.9 19.9
"1621" 2004 1 24.7 -4.1
"1622" 2004 10 56 13.3
"1623" 2004 11 48.2 9
